Name/Type,Responsible Department,Permit/Fee Name and Description,Statutory Authority ," Fees As of Dec. 31, 2012 ","Fees As of
June 30, 2011","Fees As of April 1, 2012",Notes,Sec. 1-13 Increase Applies?,Sec. 1-14 Admin Fee Applies?,Increase Date,6 Dept. Assignment,"7 Dept. Assignment
",DECIMAL NOTES for PWE,"Fee As Jan 1, 2013",CPI increase 1.024214%in format #.####,Variance,% change,1.024214,PWE SEQUENCE Request,NOTE,Sequence Key,Change
Laboratory 2818,Health and Human Services,Environmental Sample Screen for BT Agents and Toxins by Real-Time PCR,21-15(b), 812.00 ,$812.00,,Fee determined based on equation,,,,6,6,,$812.00,812.0000,$0.00,0.00%,,,,,
Laboratory 2819,Health and Human Services,Francisella tularensis Cell Lysates,21-15(b), 152.00 ,$152.00,,Fee determined based on equation,,,,6,6,,$152.00,152.0000,$0.00,0.00%,,,,,
Laboratory 2820,Health and Human Services,Francisella tularensis DNA Blood,21-15(b), 119.00 ,$119.00,,Fee determined based on equation,,,,6,6,,$119.00,119.0000,$0.00,0.00%,,,,,
Laboratory 2821,Health and Human Services,Norovirus Real-Time PCR,21-15(b), 56.00 ,$56.00,,Equivalent to the current state fee,,,,6,3,,$56.00,56.0000,$0.00,0.00%,,,,,
Laboratory 2822,Health and Human Services,Orthopoxvirus DNA (Extraction from Clinical Specimens),21-15(b), 116.00 ,$116.00,,Fee determined based on equation,,,,6,6,,$116.00,116.0000,$0.00,0.00%,,,,,
Laboratory 2823,Health and Human Services,TRF-Ricin Toxin Detection,21-15(b), 33.00 ,$33.00,,Fee determined based on equation,,,,6,6,,$33.00,33.0000,$0.00,0.00%,,,,,
Laboratory 2824,Health and Human Services,Yersinia pestis DNA Cell Lysates,21-15(b), 33.00 ,$33.00,,Fee determined based on equation,,,,6,6,,$33.00,33.0000,$0.00,0.00%,,,,,
Laboratory 2825,Health and Human Services,Yersinia pestis DNA Sputum / Nasopharyngeal,21-15(b), 33.00 ,$33.00,,Fee determined based on equation,,,,6,6,,$33.00,33.0000,$0.00,0.00%,,,,,
Laboratory 2826,Health and Human Services,Non-Variola Orthopox DNA Extraction Clinical Specimens,21-15(b), 26.00 ,$26.00,,Fee determined based on equation,,,,6,6,,$26.00,26.0000,$0.00,0.00%,,,,,
Laboratory 2830,Health and Human Services,E. coli 0157 Food Test,21-15(b), 56.00 ,$56.00,,Equivalent to the current state fee,,,,6,3,,$56.00,56.0000,$0.00,0.00%,,,,,
Laboratory 2831,Health and Human Services,Genus Listeria Food Test,21-15(b), 56.00 ,$56.00,,Equivalent to the current state fee,,,,6,3,,$56.00,56.0000,$0.00,0.00%,,,,,
Laboratory 2832,Health and Human Services,Salmonella Food Testing,21-15(b), 56.00 ,$56.00,,Equivalent to the current state fee,,,,6,3,,$56.00,56.0000,$0.00,0.00%,,,,,
Laboratory 2900,Health and Human Services,Bioterrorism Clinical Culture Confirmation,21-15(b), 135.00 ,$135.00,,Fee determined based on equation,,,,6,6,,$135.00,135.0000,$0.00,0.00%,,,,,
Laboratory 2901,Health and Human Services,"ID Reference Culture, Bacillus anthracis",21-15(b), 35.00 ,$35.00,,Equivalent to the current state fee,,,,6,3,,$35.00,35.0000,$0.00,0.00%,,,,,
Laboratory 2902,Health and Human Services,"ID Reference Culture, Burkholderia mallei / pseudomallei ",21-15(b), 45.00 ,$45.00,,Equivalent to the current state fee,,,,6,3,,$45.00,45.0000,$0.00,0.00%,,,,,
Laboratory 2903,Health and Human Services,"ID Reference Culture, Francisella tularensis ",21-15(b), 45.00 ,$45.00,,Fee determined based on equation,,,,6,6,,$45.00,45.0000,$0.00,0.00%,,,,,
Laboratory 2905,Health and Human Services,"ID Reference Culture, Yersinia pestis ",21-15(b), 35.00 ,$35.00,,Equivalent to the current state fee,,,,6,3,,$35.00,35.0000,$0.00,0.00%,,,,,
Laboratory 2906,Health and Human Services,"ID Reference Culture, Brucella Species ",21-15(b), 45.00 ,$45.00,,Equivalent to the current state fee,,,,6,3,,$45.00,45.0000,$0.00,0.00%,,,,,
Laboratory 2913,Health and Human Services,Influenza A Subtyping,21-15(b), 0.05 ,$0.05,,Fee determined based on equation,,,,6,6,,$0.05,0.0500,$0.00,0.00%,,,,,
Laboratory 5010,Health and Human Services,Pollen & Spore Count,21-15(b), 152.00 ,$152.00,,Fee determined based on equation,,,,6,6,,$152.00,152.0000,$0.00,0.00%,,,,,
Laboratory 5305,Health and Human Services,Influenza A/H5 RNA Extraction Using Qiagen Q/Aamp,21-15(b), 119.00 ,$119.00,,Fee determined based on equation,,,,6,6,,$119.00,119.0000,$0.00,0.00%,,,,,
Laboratory 6000,Health and Human Services,Rapid Plasma Reagin,21-15(b), 5.15 ,$5.15,,Equivalent to the current state fee,,,,6,3,,$5.15,5.1500,$0.00,0.00%,,,,,
Laboratory 6008,Health and Human Services,Treponema pallidum Particle Agglutination (TP-PA),21-15(b), 10.00 ,$10.00,,Equivalent to the current state fee,,,,6,3,,$10.00,10.0000,$0.00,0.00%,,,,,
Laboratory 6019,Health and Human Services,Stat RPR Titer,21-15(b), 5.15 ,$5.15,,Add Test,,,,6,6,,$5.15,5.1500,$0.00,0.00%,,,,,
Laboratory 6020,Health and Human Services,"Rubella EIA, IgG",21-15(b), 8.00 ,$8.00,,Equivalent to the current state fee,,,,6,3,,$8.00,8.0000,$0.00,0.00%,,,,,
Laboratory 6030,Health and Human Services,"Rubella EIA, IgM",21-15(b), 23.00 ,$23.00,,Fee determined based on equation,,,,6,6,,$23.00,23.0000,$0.00,0.00%,,,,,
Laboratory 6040,Health and Human Services,Mumps EIA,21-15(b), 25.00 ,$25.00,,Equivalent to the current state fee,,,,6,3,,$25.00,25.0000,$0.00,0.00%,,,,,
Laboratory 6050,Health and Human Services,Varicella-Zoster EIA,21-15(b), 24.00 ,$24.00,,Fee determined based on equation,,,,6,6,,$24.00,24.0000,$0.00,0.00%,,,,,
Laboratory 6065,Health and Human Services,"Rubeola EIA, IgG",21-15(b), 30.00 ,$30.00,,Equivalent to the current state fee,,,,6,3,,$30.00,30.0000,$0.00,0.00%,,,,,
Laboratory 6070,Health and Human Services,"Toxoplasmosis EIA, IgG",21-15(b), 30.00 ,$30.00,,Fee determined based on equation,,,,6,6,,$30.00,30.0000,$0.00,0.00%,,,,,
Laboratory 6072,Health and Human Services,"Toxoplasmosis EIA, IgM",21-15(b), 31.00 ,$31.00,,Fee determined based on equation,,,,6,6,,$31.00,31.0000,$0.00,0.00%,,,,,
Laboratory 6080,Health and Human Services,"Cytomegalovirus EIA, IgG",21-15(b), 25.00 ,$25.00,,Fee determined based on equation,,,,6,6,,$25.00,25.0000,$0.00,0.00%,,,,,
Laboratory 6081,Health and Human Services,"Cytomegalovirus EIA, IgM",21-15(b), 30.00 ,$30.00,,Fee determined based on equation,,,,6,6,,$30.00,30.0000,$0.00,0.00%,,,,,
Laboratory 6109,Health and Human Services,Influenza RT - PCR,21-15(b), 0.05 ,$0.05,,Fee determined based on equation,,,,6,6,,$0.05,0.0500,$0.00,0.00%,,,,,
Laboratory 6116,Health and Human Services,Herpes EIA,21-15(b), 21.00 ,$21.00,,Fee determined based on equation,,,,6,6,,$21.00,21.0000,$0.00,0.00%,,,,,
Laboratory 6170,Health and Human Services,Arbovirus Screen,21-15(b), 39.00 ,$39.00,,Fee determined based on equation,,,,6,6,,$39.00,39.0000,$0.00,0.00%,,,,,
Laboratory 6190,Health and Human Services,Herpes Simplex Virus Culture,21-15(b), 36.00 ,$36.00,,Fee determined based on equation,,,,6,6,,$36.00,36.0000,$0.00,0.00%,,,,,
Laboratory 6290,Health and Human Services,Rotavirus Stool Ag,21-15(b), 38.00 ,$38.00,,Fee determined based on equation,,,,6,6,,$38.00,38.0000,$0.00,0.00%,,,,,
Laboratory 6320,Health and Human Services,Chlamydia Culture,21-15(b), 49.00 ,$49.00,,Fee determined based on equation,,,,6,6,,$49.00,49.0000,$0.00,0.00%,,,,,
Laboratory 6331,Health and Human Services,Viral Screen,21-15(b), 50.00 ,$50.00,,Fee determined based on equation,,,,6,6,,$50.00,50.0000,$0.00,0.00%,,,,,
Laboratory 6340,Health and Human Services,Enterovirus Typing,21-15(b), 50.00 ,$50.00,,Fee determined based on equation,,,,6,6,,$50.00,50.0000,$0.00,0.00%,,,,,
Laboratory 6410,Health and Human Services,Hepatitis B Surface Ag,21-15(b), 8.00 ,$8.00,,Equivalent to the current state fee,,,,6,3,,$8.00,8.0000,$0.00,0.00%,,,,,
Laboratory 6415,Health and Human Services,Hepatitis C EIA,21-15(b), 28.00 ,$28.00,,Fee determined based on equation,,,,6,6,,$28.00,28.0000,$0.00,0.00%,,,,,
Laboratory 6420,Health and Human Services,HBS Ag Confirmatory EIA,21-15(b), 0.05 ,$0.05,,Fee determined based on equation,,,,6,6,,$0.05,0.0500,$0.00,0.00%,,,,,
Laboratory 6430,Health and Human Services,Hepatitis B Surface Ab,21-15(b), 14.00 ,$14.00,,Equivalent to the current state fee,,,,6,3,,$14.00,14.0000,$0.00,0.00%,,,,,
Laboratory 6440,Health and Human Services,Hepatitis B Core Ab,21-15(b), 25.00 ,$25.00,,Fee determined based on equation,,,,6,6,,$25.00,25.0000,$0.00,0.00%,,,,,
Laboratory 6450,Health and Human Services,Hepatitis B Core IgM Ab,21-15(b), 20.70 ,$20.70,,Fee determined based on equation,,,,6,6,,$20.70,20.7000,$0.00,0.00%,,,,,
Laboratory 6460,Health and Human Services,Hepatitis Be Ag,21-15(b), 12.00 ,$12.00,,Equivalent to the current state fee,,,,6,3,,$12.00,12.0000,$0.00,0.00%,,,,,
Laboratory 6470,Health and Human Services,Hepatitis Be Ab,21-15(b), 8.00 ,$8.00,,Fee determined based on equation,,,,6,6,,$8.00,8.0000,$0.00,0.00%,,,,,
Laboratory 6480,Health and Human Services,Hepatitis A IgG Ab,21-15(b), 48.00 ,$48.00,,Equivalent to the current state fee,,,,6,3,,$48.00,48.0000,$0.00,0.00%,,,,,
Laboratory 6490,Health and Human Services,Hepatitis A IgM Ab,21-15(b), 48.00 ,$48.00,,Equivalent to the current state fee,,,,6,3,,$48.00,48.0000,$0.00,0.00%,,,,,
Laboratory 6500,Health and Human Services,HIV-1 Antibody,21-15(b), 26.00 ,$26.00,,Fee determined based on equation,,,,6,6,,$26.00,26.0000,$0.00,0.00%,,,,,
Laboratory 6510,Health and Human Services,Western Blot,21-15(b), 25.00 ,$25.00,,Equivalent to the current state fee,,,,6,3,,$25.00,25.0000,$0.00,0.00%,,,,,
Laboratory 6520,Health and Human Services,Hepatitis B Panel,21-15(b), 58.00 ,$58.00,,Fee determined based on equation,,,,6,6,,$58.00,58.0000,$0.00,0.00%,,,,,
Laboratory 6530,Health and Human Services,Hepatitis A Panel,21-15(b), 85.00 ,$85.00,,Fee determined based on equation,,,,6,6,,$85.00,85.0000,$0.00,0.00%,,,,,
Laboratory 6572,Health and Human Services,Rabies IFA,21-15(b), 40.00 ,$40.00,,Equivalent to the current state fee,,,,6,3,,$40.00,40.0000,$0.00,0.00%,,,,,
Laboratory 7505,Health and Human Services,Rapid HIV ,21-15(b), 11.75 ,$11.75,,Add Test,,,,6,6,,$11.75,11.7500,$0.00,0.00%,,,,,
Laboratory 9002,Health and Human Services,Aldehydes,21-15(b), 80.00 ,$80.00,,Fee determined based on equation,,,,6,6,,$80.00,80.0000,$0.00,0.00%,,,,,
Laboratory 9003,Health and Human Services,Ammonia,21-15(b), 23.00 ,$23.00,,Fee determined based on equation,,,,6,6,,$23.00,23.0000,$0.00,0.00%,,,,,
Laboratory 9004,Health and Human Services,"BTEX (Benzene, Ethyl Benzene)",21-15(b), 75.00 ,$75.00,,Fee determined based on equation,,,,6,6,,$75.00,75.0000,$0.00,0.00%,,,,,
Laboratory 9005,Health and Human Services,Biochemical Oxygen Demand (BOD),21-15(b), 25.00 ,$25.00,,Fee determined based on equation,,,,6,6,,$25.00,25.0000,$0.00,0.00%,,,,,
Laboratory 9006,Health and Human Services,Conductivity,21-15(b), 19.00 ,$19.00,,Equivalent to the current state fee,,,,6,3,,$19.00,19.0000,$0.00,0.00%,,,,,
Laboratory 9007,Health and Human Services,"Cyanide, Total",21-15(b), 55.00 ,$55.00,,Equivalent to the current state fee,,,,6,3,,$55.00,55.0000,$0.00,0.00%,,,,,
Laboratory 9008,Health and Human Services,"Cyanide, Amenable",21-15(b), 25.00 ,$25.00,,Fee determined based on equation,,,,6,6,,$25.00,25.0000,$0.00,0.00%,,,,,
Laboratory 9009,Health and Human Services,Flash Point,21-15(b), 23.00 ,$23.00,,Fee determined based on equation,,,,6,6,,$23.00,23.0000,$0.00,0.00%,,,,,
Laboratory 9010,Health and Human Services,"Lead, Drinking Water",21-15(b), 30.00 ,$30.00,,Equivalent to the current state fee,,,,6,3,,$30.00,30.0000,$0.00,0.00%,,,,,
Laboratory 9011,Health and Human Services,"Lead, Paint, Wipes, Dust",21-15(b), 14.00 ,$14.00,,Fee determined based on equation,,,,6,6,,$14.00,14.0000,$0.00,0.00%,,,,,
Laboratory 9012,Health and Human Services,"Lead, Pottery (Leaching)",21-15(b), 15.00 ,$15.00,,Fee determined based on equation,,,,6,6,,$15.00,15.0000,$0.00,0.00%,,,,,
Laboratory 9013,Health and Human Services,"Lead, Blood",21-15(b), 25.00 ,$25.00,,Fee determined based on equation,,,,6,6,,$25.00,25.0000,$0.00,0.00%,,,,,
Laboratory 9014,Health and Human Services,"Metals, Each (Air & Water Samples)",21-15(b), 19.00 ,$19.00,,Equivalent to the current state fee,,,,6,3,,$19.00,19.0000,$0.00,0.00%,,,,,
Laboratory 9015,Health and Human Services,Metals in Soil (Each),21-15(b), 21.00 ,$21.00,,Equivalent to the current state fee,,,,6,3,,$21.00,21.0000,$0.00,0.00%,,,,,
Laboratory 9016,Health and Human Services,Nitrate,21-15(b), 25.00 ,$25.00,,Equivalent to the current state fee,,,,6,3,,$25.00,25.0000,$0.00,0.00%,,,,,
Laboratory 9017,Health and Human Services,Nitrite,21-15(b), 25.00 ,$25.00,,Equivalent to the current state fee,,,,6,3,,$25.00,25.0000,$0.00,0.00%,,,,,
Laboratory 9018,Health and Human Services,Glycols,21-15(b), 30.00 ,$30.00,,Fee determined based on equation,,,,6,6,,$30.00,30.0000,$0.00,0.00%,,,,,
Laboratory 9019,Health and Human Services,Oil & Grease,21-15(b), 25.00 ,$25.00,,Equivalent to the current state fee,,,,6,3,,$25.00,25.0000,$0.00,0.00%,,,,,
Laboratory 9020,Health and Human Services,Chlorinated Pesticides,21-15(b), 184.00 ,$184.00,,Equivalent to the current state fee,,,,6,3,,$184.00,184.0000,$0.00,0.00%,,,,,
Laboratory 9021,Health and Human Services,Pesticides and PCBs,21-15(b), 184.00 ,$184.00,,Equivalent to the current state fee,,,,6,3,,$184.00,184.0000,$0.00,0.00%,,,,,
Laboratory 9022,Health and Human Services,PCBs in Oil,21-15(b), 50.00 ,$50.00,,Fee determined based on equation,,,,6,6,,$50.00,50.0000,$0.00,0.00%,,,,,
Laboratory 9023,Health and Human Services,PCBs in Soil,21-15(b), 85.00 ,$85.00,,Fee determined based on equation,,,,6,6,,$85.00,85.0000,$0.00,0.00%,,,,,
Laboratory 9024,Health and Human Services,"Phenols, Total",21-15(b), 45.00 ,$45.00,,Fee determined based on equation,,,,6,6,,$45.00,45.0000,$0.00,0.00%,,,,,
Laboratory 9025,Health and Human Services,"Phosphorus, Ortho",21-15(b), 15.00 ,$15.00,,Fee determined based on equation,,,,6,6,,$15.00,15.0000,$0.00,0.00%,,,,,
Laboratory 9026,Health and Human Services,"Phosphorus, Total",21-15(b), 20.00 ,$20.00,,Fee determined based on equation,,,,6,6,,$20.00,20.0000,$0.00,0.00%,,,,,
Laboratory 9027,Health and Human Services,Polynuclear Aromatic Hydrocarbons,21-15(b), 165.00 ,$165.00,,Fee determined based on equation,,,,6,6,,$165.00,165.0000,$0.00,0.00%,,,,,
Laboratory 9028,Health and Human Services,Specific Compound Identification,21-15(b), 33.00 ,$33.00,,Fee determined based on equation,,,,6,6,,$33.00,33.0000,$0.00,0.00%,,,,,
Laboratory 9029,Health and Human Services,"TCLP, Metals",21-15(b), 150.00 ,$150.00,,Fee determined based on equation,,,,6,6,,$150.00,150.0000,$0.00,0.00%,,,,,
Laboratory 9030,Health and Human Services,Total Dissolved Solids,21-15(b), 21.00 ,$21.00,,Fee determined based on equation,,,,6,6,,$21.00,21.0000,$0.00,0.00%,,,,,
Laboratory 9031,Health and Human Services,Total Suspended Solids,21-15(b), 21.00 ,$21.00,,Fee determined based on equation,,,,6,6,,$21.00,21.0000,$0.00,0.00%,,,,,
Laboratory 9032,Health and Human Services,TPH by GC,21-15(b), 35.00 ,$35.00,,Equivalent to the current state fee,,,,6,3,,$35.00,35.0000,$0.00,0.00%,,,,,
Laboratory 9033,Health and Human Services,Volatile Organics,21-15(b), 183.00 ,$183.00,,Fee determined based on equation,,,,6,6,,$183.00,183.0000,$0.00,0.00%,,,,,
Laboratory 9034,Health and Human Services,Volatile Suspended Solids,21-15(b), 16.00 ,$16.00,,Fee determined based on equation,,,,6,6,,$16.00,16.0000,$0.00,0.00%,,,,,
Laboratory 9035,Health and Human Services,Arsenic,21-15(b), 31.00 ,$31.00,,Equivalent to the current state fee,,,,6,3,,$31.00,31.0000,$0.00,0.00%,,,,,
Laboratory 9036,Health and Human Services,"Chlorine, Residual",21-15(b), 20.00 ,$20.00,,Equivalent to the current state fee,,,,6,3,,$20.00,20.0000,$0.00,0.00%,,,,,
Laboratory 9037,Health and Human Services,Chemical Oxygen Demand,21-15(b), 20.00 ,$20.00,,Fee determined based on equation,,,,6,6,,$20.00,20.0000,$0.00,0.00%,,,,,
Laboratory 9038,Health and Human Services,Chlorinated Hydrocarbons,21-15(b), 184.00 ,$184.00,,Equivalent to the current state fee,,,,6,3,,$184.00,184.0000,$0.00,0.00%,,,,,
Laboratory 9039,Health and Human Services,Fluoride,21-15(b), 21.00 ,$21.00,,Equivalent to the current state fee,,,,6,3,,$21.00,21.0000,$0.00,0.00%,,,,,
Laboratory 9040,Health and Human Services,Chloride,21-15(b), 21.00 ,$21.00,,Add Test,,,,6,6,,$21.00,21.0000,$0.00,0.00%,,,,,
Laboratory 9041,Health and Human Services,Mercury,21-15(b), 31.00 ,$31.00,,Fee determined based on equation,,,,6,6,,$31.00,31.0000,$0.00,0.00%,,,,,
Laboratory 9042,Health and Human Services,Nitrate (Air Sample),21-15(b), 25.00 ,$25.00,,Equivalent to the current state fee,,,,6,3,,$25.00,25.0000,$0.00,0.00%,,,,,
Laboratory 9043,Health and Human Services,Particulates,21-15(b), 10.00 ,$10.00,,Fee determined based on equation,,,,6,6,,$10.00,10.0000,$0.00,0.00%,,,,,
Laboratory 9044,Health and Human Services,pH,21-15(b), 10.00 ,$10.00,,Fee determined based on equation,,,,6,6,,$10.00,10.0000,$0.00,0.00%,,,,,
Laboratory 9045,Health and Human Services,Phenol,21-15(b), 120.00 ,$120.00,,Equivalent to the current state fee,,,,6,3,,$120.00,120.0000,$0.00,0.00%,,,,,
Laboratory 9046,Health and Human Services,Phthalate Esters,21-15(b), 137.00 ,$137.00,,Fee determined based on equation,,,,6,6,,$137.00,137.0000,$0.00,0.00%,,,,,
Laboratory 9047,Health and Human Services,Purgeable Aromatics,21-15(b), 137.00 ,$137.00,,Fee determined based on equation,,,,6,6,,$137.00,137.0000,$0.00,0.00%,,,,,
Laboratory 9048,Health and Human Services,Purgeable Halocarbons,21-15(b), 137.00 ,$137.00,,Fee determined based on equation,,,,6,6,,$137.00,137.0000,$0.00,0.00%,,,,,
Laboratory 9049,Health and Human Services,Sample Digestion,21-15(b), 25.00 ,$25.00,,Equivalent to the current state fee,,,,6,3,,$25.00,25.0000,$0.00,0.00%,,,,,
Laboratory 9050,Health and Human Services,Selenium,21-15(b), 30.00 ,$30.00,,Equivalent to the current state fee,,,,6,3,,$30.00,30.0000,$0.00,0.00%,,,,,
Laboratory 9051,Health and Human Services,Semi-Volatile Organics (GC/MS),21-15(b), 230.00 ,$230.00,,Fee determined based on equation,,,,6,6,,$230.00,230.0000,$0.00,0.00%,,,,,
Laboratory 9052,Health and Human Services,Sulfate,21-15(b), 21.00 ,$21.00,,Equivalent to the current state fee,,,,6,3,,$21.00,21.0000,$0.00,0.00%,,,,,
Laboratory 9053,Health and Human Services,Sulfate (Air Sample),21-15(b), 21.00 ,$21.00,,Equivalent to the current state fee,,,,6,3,,$21.00,21.0000,$0.00,0.00%,,,,,
Laboratory 9054,Health and Human Services,Total Organic Carbon,21-15(b), 16.00 ,$16.00,,Fee determined based on equation,,,,6,6,,$16.00,16.0000,$0.00,0.00%,,,,,
Laboratory 9055,Health and Human Services,Turbidity,21-15(b), 20.00 ,$20.00,,Equivalent to the current state fee,,,,6,3,,$20.00,20.0000,$0.00,0.00%,,,,,
Laboratory 9056,Health and Human Services,Sample Prep for Metals Analysis - Soil,21-15(b), 25.00 ,$25.00,,Equivalent to the current state fee,,,,6,3,,$25.00,25.0000,$0.00,0.00%,,,,,
Laboratory 9057,Health and Human Services,Staphylococcus aureus,21-15(b), 51.00 ,$51.00,,Fee determined based on equation,,,,6,6,,$51.00,51.0000,$0.00,0.00%,,,,,
